faculty_id,first_name,last_name,email,phone,department,department_code,qualification,designation,specialization,experience_years,joining_year,subject_code,subject_name,subject_type,year,semester,_ingestion_time,_source_file
FACIT018,Swati,Tiwari,swati.tiwari@edusense.edu.in,9861220073,Information Technology,IT,M.E.,Assistant Professor,Network Administration,5,2019,IT306,Database Systems Lab,Lab,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT019,Renuka,Chawla,renuka.chawla@edusense.edu.in,9882070937,Information Technology,IT,M.Tech,Assistant Professor,Information Security,3,2021,IT401,Operating Systems,Core,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT020,Dinesh,Sen,dinesh.sen@edusense.edu.in,9870897765,Information Technology,IT,Ph.D,Professor,Data Analytics,16,2008,IT402,Computer Organization,Core,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT011,Dinesh,Kumar,dinesh.kumar@edusense.edu.in,9831931511,Information Technology,IT,Ph.D,Associate Professor,IoT,10,2014,IT403,Statistics for IT,Core,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT012,Renuka,Naik,renuka.naik@edusense.edu.in,9853524491,Information Technology,IT,M.Tech,Associate Professor,IoT,25,1999,IT404,Software Engineering,Core,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT013,Kavita,Bansal,kavita.bansal@edusense.edu.in,9845935572,Information Technology,IT,M.Tech,Assistant Professor,Network Administration,13,2011,IT405,Operating Systems Lab,Lab,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT014,Manoj,Soni,manoj.soni@edusense.edu.in,9897971488,Information Technology,IT,Ph.D,Associate Professor,IoT,13,2011,IT406,Python Programming Lab,Lab,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT015,Chitra,Patil,chitra.patil@edusense.edu.in,9843101783,Information Technology,IT,Ph.D,Associate Professor,Data Analytics,11,2013,IT501,Computer Networks,Core,3,5,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT016,Kapil,Kapoor,kapil.kapoor@edusense.edu.in,9858586340,Information Technology,IT,Ph.D,Assistant Professor,Network Administration,21,2003,IT502,Java Programming,Core,3,5,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT017,Rakesh,Thakur,rakesh.thakur@edusense.edu.in,9824716857,Information Technology,IT,M.Tech,Assistant Professor,Web Technologies,5,2019,IT503,Data Mining,Core,3,5,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT018,Swati,Tiwari,swati.tiwari@edusense.edu.in,9861220073,Information Technology,IT,M.E.,Assistant Professor,Network Administration,5,2019,IT504,Information Security,Core,3,5,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT019,Renuka,Chawla,renuka.chawla@edusense.edu.in,9882070937,Information Technology,IT,M.Tech,Assistant Professor,Information Security,3,2021,IT505,Computer Networks Lab,Lab,3,5,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT020,Dinesh,Sen,dinesh.sen@edusense.edu.in,9870897765,Information Technology,IT,Ph.D,Professor,Data Analytics,16,2008,IT506,Elective I: Mobile Application Development,Elective,3,5,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT011,Dinesh,Kumar,dinesh.kumar@edusense.edu.in,9831931511,Information Technology,IT,Ph.D,Associate Professor,IoT,10,2014,IT601,Cloud Computing,Core,3,6,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT012,Renuka,Naik,renuka.naik@edusense.edu.in,9853524491,Information Technology,IT,M.Tech,Associate Professor,IoT,25,1999,IT602,Machine Learning,Core,3,6,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT013,Kavita,Bansal,kavita.bansal@edusense.edu.in,9845935572,Information Technology,IT,M.Tech,Assistant Professor,Network Administration,13,2011,IT603,Data Warehousing,Core,3,6,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT014,Manoj,Soni,manoj.soni@edusense.edu.in,9897971488,Information Technology,IT,Ph.D,Associate Professor,IoT,13,2011,IT604,Cyber Security,Core,3,6,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT015,Chitra,Patil,chitra.patil@edusense.edu.in,9843101783,Information Technology,IT,Ph.D,Associate Professor,Data Analytics,11,2013,IT605,Cloud Computing Lab,Lab,3,6,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT016,Kapil,Kapoor,kapil.kapoor@edusense.edu.in,9858586340,Information Technology,IT,Ph.D,Assistant Professor,Network Administration,21,2003,IT606,Elective II: UI/UX Design,Elective,3,6,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT017,Rakesh,Thakur,rakesh.thakur@edusense.edu.in,9824716857,Information Technology,IT,M.Tech,Assistant Professor,Web Technologies,5,2019,IT701,Big Data Analytics,Core,4,7,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT018,Swati,Tiwari,swati.tiwari@edusense.edu.in,9861220073,Information Technology,IT,M.E.,Assistant Professor,Network Administration,5,2019,IT702,DevOps,Core,4,7,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT019,Renuka,Chawla,renuka.chawla@edusense.edu.in,9882070937,Information Technology,IT,M.Tech,Assistant Professor,Information Security,3,2021,IT703,Enterprise Systems,Core,4,7,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT020,Dinesh,Sen,dinesh.sen@edusense.edu.in,9870897765,Information Technology,IT,Ph.D,Professor,Data Analytics,16,2008,IT704,Project Phase I,Core,4,7,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT011,Dinesh,Kumar,dinesh.kumar@edusense.edu.in,9831931511,Information Technology,IT,Ph.D,Associate Professor,IoT,10,2014,IT705,Big Data Lab,Lab,4,7,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT012,Renuka,Naik,renuka.naik@edusense.edu.in,9853524491,Information Technology,IT,M.Tech,Associate Professor,IoT,25,1999,IT706,Elective III: Internet of Things,Elective,4,7,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT013,Kavita,Bansal,kavita.bansal@edusense.edu.in,9845935572,Information Technology,IT,M.Tech,Assistant Professor,Network Administration,13,2011,IT801,IT Service Management,Core,4,8,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT014,Manoj,Soni,manoj.soni@edusense.edu.in,9897971488,Information Technology,IT,Ph.D,Associate Professor,IoT,13,2011,IT802,Blockchain Applications,Core,4,8,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT015,Chitra,Patil,chitra.patil@edusense.edu.in,9843101783,Information Technology,IT,Ph.D,Associate Professor,Data Analytics,11,2013,IT803,Project Phase II,Core,4,8,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT016,Kapil,Kapoor,kapil.kapoor@edusense.edu.in,9858586340,Information Technology,IT,Ph.D,Assistant Professor,Network Administration,21,2003,IT804,Internship,Core,4,8,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT017,Rakesh,Thakur,rakesh.thakur@edusense.edu.in,9824716857,Information Technology,IT,M.Tech,Assistant Professor,Web Technologies,5,2019,IT805,Seminar,Core,4,8,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACIT018,Swati,Tiwari,swati.tiwari@edusense.edu.in,9861220073,Information Technology,IT,M.E.,Assistant Professor,Network Administration,5,2019,IT806,Elective IV: AR/VR Systems,Elective,4,8,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME021,Amit,Kapoor,amit.kapoor@edusense.edu.in,9893926371,Mechanical Engineering,ME,M.Tech,Assistant Professor,Manufacturing,8,2016,ME101,Engineering Mathematics I,Core,1,1,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME022,Mohit,Modi,mohit.modi@edusense.edu.in,9831682744,Mechanical Engineering,ME,Ph.D,Associate Professor,CAD/CAM,10,2014,ME102,Engineering Physics,Core,1,1,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME023,Madhuri,Chawla,madhuri.chawla@edusense.edu.in,9812614124,Mechanical Engineering,ME,M.Tech,Assistant Professor,Industrial Engineering,13,2011,ME103,Basic Electrical Engineering,Core,1,1,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME024,Sanjay,Mukerjee,sanjay.mukerjee@edusense.edu.in,9886149359,Mechanical Engineering,ME,M.Tech,Associate Professor,Machine Design,10,2014,ME104,Engineering Mechanics,Core,1,1,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME025,Deepak,Rao,deepak.rao@edusense.edu.in,9827232410,Mechanical Engineering,ME,Ph.D,Assistant Professor,Fluid Mechanics,8,2016,ME105,Programming for Problem Solving,Core,1,1,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME026,Hemant,Dubey,hemant.dubey@edusense.edu.in,9838427073,Mechanical Engineering,ME,M.Tech,Assistant Professor,Heat Transfer,22,2002,ME106,Workshop Practice Lab,Lab,1,1,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME027,Madhuri,Parekh,madhuri.parekh@edusense.edu.in,9868800797,Mechanical Engineering,ME,M.Tech,Assistant Professor,CAD/CAM,24,2000,ME201,Engineering Mathematics II,Core,1,2,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME028,Tarun,Shetty,tarun.shetty@edusense.edu.in,9855377076,Mechanical Engineering,ME,Ph.D,Associate Professor,Manufacturing,10,2014,ME202,Engineering Chemistry,Core,1,2,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME029,Rajesh,Bansal,rajesh.bansal@edusense.edu.in,9894705205,Mechanical Engineering,ME,Ph.D,Associate Professor,Manufacturing,10,2014,ME203,Basic Electronics Engineering,Core,1,2,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME030,Kavita,Bansal,kavita.bansal@edusense.edu.in,9879008866,Mechanical Engineering,ME,Ph.D,Assistant Professor,Manufacturing,13,2011,ME204,Environmental Studies,Core,1,2,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME021,Amit,Kapoor,amit.kapoor@edusense.edu.in,9893926371,Mechanical Engineering,ME,M.Tech,Assistant Professor,Manufacturing,8,2016,ME205,Engineering Graphics,Core,1,2,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME022,Mohit,Modi,mohit.modi@edusense.edu.in,9831682744,Mechanical Engineering,ME,Ph.D,Associate Professor,CAD/CAM,10,2014,ME206,Programming Lab,Lab,1,2,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
